State,County,State/County FIPS Code,Alcohol Abuse,Alzheimer's Disease/Dementia,Arthritis ,Asthma,Atrial Fibrillation,Autism Spectrum Disorders,Cancer,Chronic Kidney Disease,COPD,Depression ,Diabetes,Drug Abuse/Substance Abuse,HIV/AIDS,Heart Failure,Hepatitis  (Chronic Viral B & C),Hyperlipidemia,Hypertension,Ischemic Heart Disease,Osteoporosis,Schizophrenia/Other Psychotic Disorders,Stroke
Texas ,Coryell ,48099,"25,131.40","25,930.20","14,979.90","22,896.30","25,391.30",0,"21,480.80","24,942.80","24,046.00","20,128.80","15,312.20","22,528.10",0,"26,861.70","26,000.00","13,902.50","14,157.60","18,836.00","20,159.80","29,585.90","28,679.00"
Texas ,Cottle ,48101,0,"15,619.60","13,900.50","18,500.20","15,863.50",0,"26,370.10","32,505.20","17,337.30","22,167.60","13,951.20",0,0,"21,006.40",0,"17,629.90","13,290.60","12,765.60",0,0,0
Texas ,Crane ,48103,"18,151.20","32,498.70","25,745.50","24,994.30","50,397.10",0,"30,311.80","47,797.00","34,371.60","23,992.80","20,438.80",0,0,"38,052.70",0,"22,539.90","20,205.30","21,748.10","47,796.40","15,720.60","30,759.50"
Texas ,Crockett ,48105,0,"15,671.40","14,987.70","11,166.00","17,234.80",0,"14,070.10","21,275.30","17,597.30","23,860.90","13,738.80",0,0,"22,397.60",0,"14,758.70","12,092.90","13,313.10","22,447.60","19,003.10","26,407.60"
Texas ,Crosby ,48107,"27,841.70","23,645.30","16,363.20","21,831.20","26,078.10",0,"23,920.20","28,495.20","26,077.80","25,064.90","18,898.40","27,694.90",0,"27,016.50",0,"17,289.10","17,485.00","19,552.00","30,639.60","38,250.40","31,479.00"
Texas ,Culberson ,48109,0,"57,052.90","25,737.00","46,275.70","48,352.30",0,"26,594.80","39,641.80","46,439.90","36,852.80","21,504.00",0,0,"47,474.10",0,"21,629.70","23,180.70","31,360.30","20,651.30","60,672.70","47,898.40"
Texas ,Dallam ,48111,"19,192.20","23,007.40","18,047.50","23,776.40","35,445.90",0,"33,133.30","37,526.10","31,808.50","29,661.00","21,736.90",0,0,"31,470.10",0,"15,705.70","18,572.80","17,766.10","13,897.70","26,945.40","61,516.50"
Texas ,Dallas ,48113,"30,535.70","30,911.20","19,943.80","27,938.20","30,104.20","8,591.70","21,997.20","30,957.50","32,385.40","26,278.60","21,057.80","35,395.90","18,166.70","35,519.10","34,152.40","17,059.60","17,807.80","25,080.60","22,769.30","32,567.50","38,010.80"
Texas ,Dawson ,48115,"16,624.40","22,980.50","16,952.60","21,261.60","31,657.90",0,"17,466.90","25,311.30","25,732.30","25,229.70","17,456.00","23,184.40",0,"24,938.50","19,243.00","14,454.90","14,304.30","17,854.70","19,186.60","28,610.40","26,500.80"
Texas ,DeWitt ,48123,"26,201.20","23,350.50","16,765.20","30,859.90","28,327.10",0,"23,288.20","26,704.50","27,920.80","23,996.70","17,080.00","17,602.40",0,"25,053.60","33,475.20","16,062.80","14,927.10","18,787.90","20,182.90","25,272.80","33,095.60"
Texas ,Deaf Smith ,48117,"28,707.00","22,927.60","13,634.90","20,138.30","21,607.20",0,"22,148.10","27,504.10","24,052.10","24,244.90","14,745.80","20,077.50",0,"25,932.70",0,"13,158.70","13,308.00","16,427.60","20,035.50","27,627.90","35,752.60"
Texas ,Delta ,48119,"24,665.70","25,074.80","15,882.90","21,875.20","22,785.80",0,"15,397.80","25,073.00","21,049.90","22,265.30","15,552.40","30,820.10",0,"22,275.50",0,"13,514.70","14,248.30","16,253.80","19,196.80","26,519.30","25,980.50"
Texas ,Denton ,48121,"26,770.20","29,639.10","18,091.80","24,749.00","27,495.90","10,989.80","20,881.80","27,777.60","30,660.00","24,058.00","18,350.00","34,337.00","19,677.90","34,192.00","31,159.30","14,189.70","15,837.90","21,477.30","22,935.10","32,263.90","36,609.80"
Texas ,Dickens ,48125,0,"32,859.10","18,031.40","26,597.80","22,795.30",0,"26,243.10","26,877.90","31,395.20","21,221.60","15,938.90",0,0,"28,239.70",0,"17,685.70","15,864.00","20,544.20","35,524.30",0,0
Texas ,Dimmit ,48127,"52,190.40","35,570.50","22,401.10","27,662.80","39,985.30",0,"21,222.60","37,143.00","36,894.90","31,787.70","20,476.10",0,0,"40,481.40",0,"19,910.60","17,462.00","26,185.00","19,061.10","53,117.40","44,614.30"
Texas ,Donley ,48129,0,"25,675.10","15,494.20","22,790.40","20,873.50",0,"21,124.60","26,686.30","21,081.30","17,386.00","12,958.10",0,0,"26,078.90",0,"11,787.90","13,047.00","16,675.50","16,539.80","32,457.00","25,511.70"
Texas ,Duval ,48131,"31,278.70","24,550.10","18,804.40","23,255.80","33,633.10",0,"17,066.90","26,716.00","28,844.30","24,421.80","19,729.10","31,111.50",0,"30,385.30","24,530.70","16,531.20","17,188.50","21,232.00","25,644.30","29,499.10","34,857.90"
Texas ,Eastland ,48133,"32,125.10","25,316.00","15,214.80","30,101.20","26,596.50",0,"25,402.00","29,143.70","24,106.80","22,782.10","16,916.70","33,848.00",0,"25,159.00","41,956.10","15,452.30","15,422.20","19,362.40","23,222.90","31,303.20","27,177.30"
Texas ,Ector ,48135,"26,165.60","23,503.00","16,285.00","20,682.90","29,013.00",0,"20,327.50","28,738.10","26,388.10","22,067.00","16,579.90","26,665.70","17,065.30","28,065.20","27,967.90","15,186.50","14,636.10","18,711.00","26,150.10","25,050.00","34,599.10"
Texas ,Edwards ,48137,0,"28,635.90","16,666.80","28,799.60","18,231.00",0,"32,188.10","27,877.10","28,847.60","29,867.00","14,396.80",0,0,"37,999.30",0,"13,582.70","13,806.40","17,674.10","14,842.90",0,"29,999.80"
Texas ,El Paso ,48141,"27,754.40","25,602.20","15,639.90","21,652.90","28,336.70","9,050.70","17,955.50","24,114.90","27,181.10","22,217.80","17,481.90","28,882.40","18,994.50","29,838.20","26,994.50","14,120.80","14,875.10","21,824.20","17,588.30","26,954.60","37,114.80"
Texas ,Ellis ,48139,"25,630.10","28,841.90","18,346.10","25,159.50","25,882.20","7,666.70","19,621.60","26,203.30","28,860.00","24,107.10","18,193.20","29,095.90","19,061.80","30,961.60","30,575.40","15,415.60","16,074.50","21,377.80","22,565.60","27,918.40","35,553.10"
Texas ,Erath ,48143,"21,850.70","22,003.10","15,208.30","19,163.70","21,808.70","3,400.40","18,801.60","26,608.10","22,452.70","18,590.80","14,473.90","26,570.20",0,"25,589.60","28,907.40","13,557.50","13,710.30","17,335.00","20,024.00","23,645.30","28,062.80"
Texas ,Falls ,48145,"20,293.60","26,282.70","17,320.90","19,959.50","23,130.50",0,"20,325.90","28,505.20","23,221.80","20,074.60","16,387.30","25,056.50",0,"24,990.90","25,380.00","15,283.80","14,731.80","19,626.40","19,489.30","25,168.80","32,212.10"
Texas ,Fannin ,48147,"25,725.30","28,783.70","19,608.90","24,606.30","29,207.80",0,"21,713.70","31,241.00","28,962.60","26,969.40","19,373.40","26,365.80",0,"29,178.60","46,674.70","16,009.20","16,841.90","20,808.10","24,983.00","36,020.90","31,457.90"
Texas ,Fayette ,48149,"28,369.30","23,583.80","16,886.20","21,380.80","25,124.10",0,"18,625.70","28,888.60","27,835.10","21,373.00","15,675.30","17,689.30",0,"26,569.20","21,377.30","15,485.00","14,746.50","18,090.30","23,977.80","25,957.50","30,749.70"
Texas ,Fisher ,48151,"45,878.50","28,683.20","20,960.10","19,800.60","20,588.70",0,"18,986.40","33,188.80","28,381.60","25,995.40","13,976.50",0,0,"25,651.80",0,"18,445.80","18,063.00","20,553.60","27,006.90","40,100.80","48,799.20"
Texas ,Floyd ,48153,0,"27,615.40","17,458.90","19,039.40","29,492.90",0,"27,021.20","25,543.20","25,920.90","20,570.70","17,821.00",0,0,"26,948.80",0,"16,314.20","15,382.00","19,473.40","17,685.90","21,159.80","32,319.20"
Texas ,Foard ,48155,0,"29,584.80","23,006.90","24,854.30","31,046.90",0,"26,368.50","32,293.10","38,991.90","26,780.90","18,174.00",0,0,"31,316.50",0,"22,823.00","20,581.70","23,706.70","32,423.20",0,"20,847.20"
Texas ,Fort Bend ,48157,"34,169.30","29,906.10","19,902.40","26,265.50","31,406.70","8,046.30","22,138.40","29,936.20","35,763.20","27,574.90","18,918.70","39,297.60","33,877.90","35,494.70","26,942.00","15,681.30","16,582.60","22,731.00","20,693.90","34,611.00","39,586.10"
Texas ,Franklin ,48159,"21,241.00","27,747.70","17,335.60","20,598.60","20,552.50",0,"19,489.50","27,022.20","25,217.90","20,578.70","15,566.50","23,589.50",0,"24,677.60",0,"13,551.40","14,332.10","18,169.30","23,530.50","30,842.30","28,272.80"
Texas ,Freestone ,48161,"29,196.50","25,887.60","17,040.30","21,165.60","32,527.20",0,"21,462.60","27,413.20","27,702.10","23,093.70","15,180.00","26,774.50",0,"28,070.60","20,414.00","12,882.40","14,037.50","19,044.60","21,137.70","24,276.80","34,273.90"
Texas ,Frio ,48163,"25,737.40","23,248.10","15,640.40","27,705.70","24,214.50",0,"27,603.90","25,289.30","25,180.20","25,999.50","16,601.00","30,739.80",0,"25,694.90","18,256.30","15,128.40","15,101.80","21,489.60","21,180.30","37,108.70","30,820.00"
Texas ,Gaines ,48165,"39,065.30","28,398.40","17,906.20","32,119.20","28,623.20",0,"22,448.90","35,863.60","31,955.70","24,922.80","17,295.00","31,751.10",0,"31,868.60",0,"15,994.40","17,701.40","20,274.60","29,534.60","29,357.90","39,272.90"
Texas ,Galveston ,48167,"37,640.10","35,712.40","22,082.10","29,932.40","37,114.20","6,869.60","27,139.40","34,418.70","36,055.10","30,114.20","23,023.20","39,373.80","16,460.30","38,129.70","31,301.00","19,667.60","19,361.10","27,228.60","26,938.30","36,300.20","43,805.00"
Texas ,Garza ,48169,"19,192.40","37,399.00","17,633.90","42,408.70","29,700.90",0,"26,611.20","33,946.30","29,385.10","30,777.70","19,694.60",0,0,"33,165.20",0,"17,754.10","15,937.50","20,384.60","27,793.70","24,837.30","31,726.60"
Texas ,Gillespie ,48171,"17,082.60","16,723.40","11,499.40","16,168.50","17,062.30",0,"13,455.30","19,113.80","20,146.10","15,478.30","10,856.40","36,988.50",0,"20,689.10","16,331.20","9,498.20","10,480.50","13,795.90","13,103.50","19,145.10","22,330.00"
Texas ,Glasscock ,48173,0,"8,263.30","19,378.10",0,0,0,0,"53,295.30",0,"9,082.90","11,997.50",0,0,"33,996.10",0,"15,664.10","16,016.80","22,965.90","48,430.00",0,0
Texas ,Goliad ,48175,"28,787.40","33,201.50","19,272.80","26,977.70","31,744.70",0,"25,243.10","34,058.10","37,023.50","29,840.70","19,575.40","33,219.80",0,"36,706.70",0,"14,239.60","15,410.80","22,547.10","22,160.00","31,637.40","58,702.40"
Texas ,Gonzales ,48177,"23,903.70","25,328.00","14,709.30","21,345.80","23,072.40",0,"22,853.20","23,238.70","26,655.10","21,482.10","15,762.80","26,733.40",0,"21,063.50","24,104.10","14,112.80","12,873.60","18,772.50","22,310.50","29,593.00","29,128.10"
Texas ,Gray ,48179,"30,412.20","27,718.10","16,056.30","24,679.60","26,129.20",0,"23,644.90","27,444.50","28,756.90","26,972.70","17,914.20","36,217.10",0,"26,275.20","36,356.60","17,955.30","16,374.10","19,666.30","23,814.10","33,578.40","32,422.60"
Texas ,Grayson ,48181,"27,970.80","28,169.90","18,277.40","27,526.50","28,759.90","4,845.70","24,051.50","30,177.90","27,897.60","24,601.30","18,532.40","25,864.30","14,797.70","28,447.60","24,500.00","15,567.40","16,509.20","21,007.80","20,212.70","31,144.20","29,254.50"
Texas ,Gregg ,48183,"28,633.70","27,087.60","16,555.40","24,387.20","25,467.70","7,887.70","19,320.50","28,083.80","26,764.40","22,641.10","17,338.20","31,476.60","19,680.50","29,373.40","26,857.20","14,355.30","15,387.40","20,665.60","23,964.00","27,649.70","31,422.50"
Texas ,Grimes ,48185,"20,726.30","29,519.60","18,671.30","22,062.30","25,254.80",0,"22,119.70","28,591.20","30,287.10","23,568.00","17,283.60","37,281.50","9,318.20","29,366.00","27,981.20","14,233.20","14,976.70","19,999.00","24,471.50","32,851.30","38,676.20"
Texas ,Guadalupe ,48187,"23,572.10","24,791.40","14,966.00","22,188.40","24,733.50","13,614.40","20,743.00","22,185.00","26,086.20","21,102.30","15,705.00","25,699.20","19,600.60","28,806.60","23,710.80","12,785.80","13,876.70","18,872.20","21,133.50","30,046.90","31,364.40"
Texas ,Hale ,48189,"23,482.60","24,951.60","16,325.20","23,220.00","23,211.20",0,"20,021.80","25,672.40","25,464.30","21,046.70","14,425.10","17,377.50",0,"25,172.60","23,039.70","15,277.90","14,185.90","17,564.00","22,959.10","28,129.40","27,747.60"
Texas ,Hall ,48191,0,"18,548.20","14,301.30","15,716.70","17,149.90",0,"12,409.90","25,150.10","24,290.40","19,517.10","12,244.80",0,0,"24,272.60",0,"11,800.40","13,509.30","15,404.40","18,174.60","24,187.80","31,078.60"
Texas ,Hamilton ,48193,"21,319.50","22,113.70","16,336.90","21,841.60","27,535.70",0,"20,640.70","30,354.00","19,044.30","18,393.40","14,992.90","27,685.50",0,"25,170.00",0,"12,395.90","13,007.70","17,603.20","15,019.90","20,823.80","22,431.70"
Texas ,Hansford ,48195,0,"21,430.20","14,316.30","30,775.50","28,300.50",0,"27,566.20","29,445.10","25,950.50","23,410.40","15,670.50",0,0,"24,896.40",0,"17,417.70","15,990.60","20,614.60","40,235.30","21,662.40","27,546.70"
Texas ,Hardeman ,48197,"16,332.60","33,924.30","20,612.80","33,177.80","25,632.60",0,"20,735.70","38,636.50","33,955.60","28,304.00","21,830.70",0,0,"35,591.20",0,"23,703.80","20,962.50","22,037.50","34,401.30","20,684.70","47,954.80"
Texas ,Hardin ,48199,"24,026.40","25,216.80","16,868.40","23,758.40","24,347.10",0,"22,576.40","21,272.10","24,722.30","21,296.90","16,646.10","22,364.00","22,234.10","24,767.90","18,622.10","13,604.90","14,355.70","18,342.60","22,330.80","32,854.50","29,860.10"
Texas ,Harris ,48201,"38,140.40","33,404.80","21,939.00","30,144.90","34,835.10","10,605.20","24,453.40","33,870.80","38,069.20","29,595.20","23,191.50","38,581.80","22,378.20","38,189.10","34,999.90","18,512.60","19,440.60","25,591.80","22,626.50","37,573.70","42,810.70"
Texas ,Harrison ,48203,"23,770.70","25,650.00","16,034.90","24,409.70","27,706.20",0,"22,052.50","27,759.80","26,203.10","22,564.00","16,522.60","33,196.00","15,076.20","29,258.10","26,293.10","13,585.30","14,301.00","20,432.00","18,157.10","25,116.30","32,879.90"
Texas ,Hartley ,48205,0,"27,285.90","15,367.90","27,879.40","29,985.20",0,"25,350.50","29,511.30","28,122.80","21,912.50","16,845.60",0,0,"25,758.00",0,"15,904.50","16,204.50","18,218.00","19,806.30","42,520.10","34,172.60"
Texas ,Haskell ,48207,"59,916.30","21,118.20","18,829.50","26,070.90","23,371.80",0,"20,550.60","29,434.60","24,695.90","25,264.00","16,999.70","23,473.00",0,"26,628.60",0,"16,147.60","17,084.40","18,208.90","21,584.40","30,825.10","37,986.40"
Texas ,Hays ,48209,"27,193.10","26,900.50","16,891.10","23,198.30","25,523.00","1,138.00","21,186.60","27,013.70","29,246.10","22,998.50","16,750.30","27,523.40","11,973.00","29,711.50","28,245.40","13,996.30","14,966.60","18,912.20","21,071.70","25,686.20","32,182.60"
Texas ,Hemphill ,48211,0,"18,445.70","13,536.80","29,477.00","14,737.80",0,"20,090.70","26,338.70","25,348.70","17,216.00","13,542.20",0,0,"22,807.10",0,"11,612.40","12,986.00","13,880.20","10,727.20","25,197.20",0
Texas ,Henderson ,48213,"24,518.50","26,016.30","17,370.70","26,305.20","26,830.00","11,402.60","22,114.50","27,458.90","25,085.40","22,079.00","16,728.70","27,340.30","14,016.00","27,508.30","19,127.00","14,358.10","15,347.80","18,849.10","21,301.50","27,959.90","32,570.70"
Texas ,Hidalgo ,48215,"31,013.30","27,277.10","18,433.10","26,036.40","33,444.60","8,985.00","22,485.80","27,331.40","31,296.00","23,025.50","19,588.10","35,007.40","19,144.60","31,404.10","30,457.40","16,025.10","16,296.30","21,866.30","19,989.40","30,684.30","38,245.00"
Texas ,Hill ,48217,"20,910.50","24,408.50","14,850.50","23,819.00","23,726.30",0,"21,630.80","27,003.70","24,934.60","19,750.60","15,530.60","27,806.30",0,"25,083.90","18,567.50","13,308.60","13,514.00","17,941.40","20,137.60","23,439.90","31,686.40"
Texas ,Hockley ,48219,"21,133.30","25,013.60","17,841.30","28,712.30","26,112.00",0,"17,964.70","30,116.00","28,831.90","27,004.40","18,300.00","28,773.00",0,"29,520.40","31,370.80","18,322.50","17,129.80","18,905.30","27,292.10","27,936.10","27,525.00"
Texas ,Hood ,48221,"28,620.40","22,993.40","14,479.40","24,502.30","24,229.20","11,660.70","20,347.60","25,539.90","25,934.50","21,909.10","15,666.30","29,896.50","12,693.00","29,219.70","21,951.70","12,671.10","13,507.30","18,564.60","19,831.80","25,161.50","31,725.80"
Texas ,Hopkins ,48223,"24,311.90","25,938.30","17,374.20","23,866.10","26,234.80",0,"21,430.20","26,985.50","23,461.40","22,588.30","17,216.20","23,908.50",0,"26,252.10","22,551.00","15,379.90","15,549.30","19,264.60","23,126.90","27,947.20","35,470.00"
Texas ,Houston ,48225,"22,245.10","20,026.00","17,476.40","23,392.40","22,621.20",0,"19,984.50","25,202.50","23,092.70","18,592.10","15,640.40","28,304.80","6,016.70","22,714.30","19,865.10","13,579.70","13,610.00","18,007.70","25,093.30","22,545.50","25,962.60"
Texas ,Howard ,48227,"26,071.10","25,667.60","16,917.40","24,840.30","27,298.70",0,"24,996.60","28,921.10","26,075.60","23,996.80","16,739.10","24,115.20",0,"22,100.00","29,829.50","15,460.80","15,067.30","17,793.90","30,388.60","21,718.40","28,821.40"
Texas ,Hudspeth ,48229,0,"24,754.40","11,352.30","16,768.00","26,941.30",0,"24,631.70","19,940.20","23,664.00","14,261.60","9,576.90",0,0,"16,340.80",0,"11,417.30","11,145.90","13,532.10","23,538.30",0,0
Texas ,Hunt ,48231,"32,447.90","33,813.70","21,034.40","30,074.40","30,462.80","17,448.40","24,270.10","30,067.20","30,350.00","25,353.30","20,004.70","26,928.40","20,164.20","33,512.20","28,035.90","16,562.10","17,644.90","24,240.90","25,577.40","30,124.00","34,622.10"
Texas ,Hutchinson ,48233,"19,012.00","24,389.10","17,097.60","27,188.90","28,523.40",0,"27,822.00","29,013.10","28,438.20","23,484.40","17,318.60","28,798.30",0,"30,363.90","28,808.70","15,021.40","15,655.70","19,830.70","23,258.50","30,631.30","29,809.00"
Texas ,Irion ,48235,0,"23,623.10","11,605.10",0,"16,040.50",0,"15,930.00","16,833.30","15,902.50","17,462.20","11,728.10",0,0,"19,689.20",0,"9,396.40","9,779.60","12,272.20","14,158.10",0,0
Texas ,Jack ,48237,"24,503.50","24,929.50","16,143.60","21,460.10","22,003.60",0,"17,009.20","26,029.40","25,172.90","22,406.30","16,663.20","21,425.40",0,"26,312.50",0,"14,062.90","14,086.30","18,562.50","23,811.40","25,440.30","33,490.90"
Texas ,Jackson ,48239,"25,731.30","28,107.20","16,873.10","24,298.70","24,922.90",0,"20,751.00","28,011.80","30,595.20","27,062.40","16,853.10","27,723.60",0,"28,806.30",0,"13,967.90","14,564.60","21,002.20","18,711.50","31,835.10","33,116.30"
Texas ,Jasper ,48241,"28,175.70","28,025.40","17,776.80","24,190.90","26,605.00",0,"20,949.50","23,781.80","26,858.60","22,600.20","17,513.90","21,567.50",0,"26,227.60","30,748.60","14,759.20","15,127.00","19,788.90","21,684.70","29,692.00","36,825.60"
Texas ,Jeff Davis ,48243,0,"39,126.60","22,784.70","4,359.50","34,065.40",0,"18,724.30","34,448.70","34,977.70","30,666.60","19,451.40",0,0,"38,528.80",0,"14,591.80","15,149.60","18,034.10",0,0,"50,438.40"
Texas ,Jefferson ,48245,"32,247.00","28,298.70","18,199.90","24,537.20","28,843.70","3,778.30","22,655.00","26,800.80","29,203.80","24,314.70","18,366.00","23,668.30","16,628.60","29,379.10","31,167.00","14,915.10","15,913.60","20,518.40","20,077.10","28,838.40","36,322.70"
Texas ,Jim Hogg ,48247,"48,676.20","40,496.00","23,356.30","27,060.90","43,635.60",0,"34,926.50","40,196.80","38,407.60","33,738.50","26,039.90",0,0,"44,122.90",0,"20,123.10","21,224.00","26,605.80","30,125.90","53,361.10","39,878.50"
Texas ,Jim Wells ,48249,"28,314.00","30,463.10","20,252.10","26,471.40","32,054.40",0,"22,180.20","30,397.80","29,987.00","27,365.70","21,275.40","30,361.40",0,"35,074.40","21,092.10","16,845.00","17,742.50","22,996.50","22,487.20","30,669.20","37,660.80"
Texas ,Johnson ,48251,"32,439.00","27,642.70","19,035.50","28,856.70","27,598.60","15,344.30","23,430.30","28,004.10","30,121.80","23,683.30","19,181.90","28,130.80","14,915.00","31,432.10","34,922.80","16,256.20","17,016.40","22,330.40","24,899.30","27,533.60","36,297.40"
Texas ,Jones ,48253,"27,987.20","25,581.50","17,514.90","30,592.20","24,077.60",0,"21,909.00","27,588.30","27,346.10","21,719.60","17,851.90","28,284.20",0,"27,008.60","29,989.00","16,561.00","15,228.70","18,668.70","18,985.30","30,216.80","31,649.00"
Texas ,Karnes ,48255,"39,530.70","26,267.40","14,757.50","24,374.40","29,580.90",0,"20,339.10","28,512.70","29,771.60","24,430.10","18,285.00","23,356.30",0,"25,694.00","28,588.10","15,812.90","14,789.70","20,333.50","19,624.40","37,646.50","30,954.30"
Texas ,Kaufman ,48257,"31,326.10","29,731.60","18,302.30","26,181.70","28,953.90","8,902.90","20,965.70","27,583.70","26,077.70","23,452.10","17,732.10","28,554.00","11,391.80","30,113.00","26,380.00","14,835.60","15,600.90","21,064.40","21,936.10","28,214.80","33,443.50"
Texas ,Kendall ,48259,"22,698.10","23,543.70","14,858.60","19,008.60","22,598.70",0,"19,074.00","21,154.80","25,318.90","19,487.40","16,327.80","29,354.20",0,"27,278.20","14,229.60","11,625.90","12,875.60","17,448.40","19,366.50","27,012.20","25,095.40"
Texas ,Kenedy ,48261,0,0,"19,525.50",0,0,0,0,"25,326.10",0,0,"26,473.10",0,0,0,0,"20,198.20","22,903.00","25,360.30",0,0,0
Texas ,Kent ,48263,0,"31,010.80","18,158.10",0,"32,161.90",0,"8,204.30","32,830.30","22,823.20","25,733.00","10,532.40",0,0,"28,969.80",0,"18,583.60","14,667.80","17,602.30",0,0,0
Texas ,Kerr ,48265,"26,177.60","20,955.00","14,155.70","20,389.60","21,856.00",0,"16,707.30","24,282.00","22,423.50","19,302.20","14,214.60","29,015.90","14,777.70","25,506.30","25,310.00","11,672.10","12,863.50","16,664.50","14,138.40","22,529.10","25,253.00"
Texas ,Kimble ,48267,"17,214.00","24,699.90","15,298.60","22,084.60","17,374.50",0,"16,196.00","27,384.90","29,089.00","22,458.50","17,252.10",0,0,"27,196.60",0,"13,532.90","13,810.20","19,488.20","13,704.20","29,947.60","29,467.00"
Texas ,King ,48269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,120.40",0,0,0,0
Texas ,Kinney ,48271,"25,673.70","22,359.50","15,753.80","21,698.60","22,692.00",0,"19,310.40","16,984.70","18,832.60","23,390.60","13,931.10",0,0,"23,381.20",0,"11,857.90","11,845.20","16,042.90","30,474.90",0,"23,855.20"
Texas ,Kleberg ,48273,"29,439.90","28,377.20","19,534.10","26,482.40","33,000.70",0,"20,669.10","24,995.40","30,804.20","27,128.30","18,171.00","36,081.40",0,"28,885.70","53,192.80","14,243.30","16,681.00","21,029.30","23,334.80","27,139.20","33,310.40"
Texas ,Knox ,48275,"15,546.30","18,836.10","16,374.10","17,773.90","23,654.70",0,"23,859.90","25,998.60","24,527.80","20,099.10","15,710.50",0,0,"23,318.50",0,"17,969.20","16,529.30","18,576.00","27,855.10","17,493.60","22,978.50"
Texas ,La Salle ,48283,"35,654.60","27,632.40","16,211.10","21,152.20","25,351.60",0,"24,520.20","28,242.10","29,470.10","26,449.10","17,551.60","35,151.20",0,"29,279.50",0,"14,358.90","13,966.80","21,058.90","16,590.50","23,248.10","31,994.30"
Texas ,Lamar ,48277,"31,408.60","26,865.90","17,621.20","23,354.40","26,033.20","7,131.70","22,528.40","27,874.00","24,887.80","22,160.20","17,433.20","27,785.00",0,"23,693.70","25,138.40","15,462.10","15,283.70","17,819.80","22,824.50","27,802.80","28,657.60"
Texas ,Lamb ,48279,"29,743.30","20,040.70","16,758.90","34,165.80","24,259.40",0,"24,669.40","26,155.80","32,073.10","21,435.30","15,610.60","29,580.20",0,"28,932.20",0,"16,231.20","14,509.50","18,083.30","18,192.50","23,833.60","26,812.20"
Texas ,Lampasas ,48281,"23,484.90","27,482.70","15,417.50","21,724.30","29,176.50",0,"20,287.90","26,127.60","26,930.50","19,909.30","15,665.30","22,685.40",0,"26,295.50","20,705.90","13,702.60","14,562.20","19,213.80","23,913.60","29,004.30","30,616.50"
Texas ,Lavaca ,48285,"35,719.10","27,350.00","18,621.70","33,597.40","26,974.10",0,"27,336.70","29,164.90","34,798.10","25,690.20","17,636.10","29,832.50",0,"28,963.80","29,724.20","15,683.90","15,830.00","21,753.60","22,973.20","30,270.60","35,384.00"
Texas ,Lee ,48287,"17,708.70","26,737.00","17,206.90","20,220.00","22,949.30",0,"21,517.10","29,013.80","26,252.20","23,972.60","17,498.00","27,032.90",0,"26,638.00","26,769.30","15,081.00","15,048.90","19,274.50","20,675.80","15,776.90","36,247.50"
Texas ,Leon ,48289,"27,426.10","24,549.50","17,576.00","26,505.10","27,966.20",0,"23,049.50","27,349.60","26,261.10","20,725.90","16,356.20","19,632.70",0,"24,803.50","36,473.40","13,834.70","14,222.20","18,886.20","23,511.50","23,634.30","27,050.10"
Texas ,Liberty ,48291,"39,439.60","33,358.70","22,617.00","32,277.60","34,593.30",0,"27,586.10","35,415.10","32,404.60","30,402.00","23,384.80","29,753.60","19,102.70","34,791.30","36,606.40","19,741.30","19,387.30","25,533.30","26,131.20","37,751.30","38,989.80"
Texas ,Limestone ,48293,"22,403.90","22,680.30","17,436.20","23,397.10","31,100.00","5,725.10","20,225.10","26,720.80","23,913.10","20,561.50","15,940.50","22,598.50",0,"27,899.00","28,768.30","14,084.90","14,188.00","19,044.90","21,381.60","22,108.00","28,212.20"
Texas ,Lipscomb ,48295,0,"9,530.30","10,394.80","9,132.10","13,480.50",0,"17,859.20","13,474.00","13,560.90","12,110.20","9,587.20",0,0,"12,631.30",0,"10,335.20","10,932.50","12,307.60","10,262.50",0,"9,226.80"
Texas ,Live Oak ,48297,"24,943.90","25,245.50","15,473.50","22,873.60","25,914.80",0,"22,896.80","24,666.20","30,072.20","21,709.80","17,647.80","27,070.20",0,"27,767.50",0,"14,210.70","14,940.90","19,710.40","20,516.70","18,618.80","31,257.10"
Texas ,Llano ,48299,"21,289.50","21,940.00","15,341.70","23,788.90","22,187.60",0,"20,554.90","23,968.00","24,854.60","19,823.00","15,424.10","27,586.70",0,"26,522.20","17,770.10","13,734.00","13,972.30","17,864.10","22,420.40","27,317.50","29,200.50"
Texas ,Loving ,48301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas ,Lubbock ,48303,"27,798.40","27,239.10","17,621.00","24,042.90","23,926.40","3,598.30","20,870.00","28,287.80","27,038.00","23,488.00","18,759.50","23,823.70","13,037.90","28,624.70","28,772.50","15,922.20","15,721.10","18,669.40","23,817.40","28,495.30","31,177.50"
Texas ,Lynn ,48305,0,"27,950.70","16,629.50","16,034.50","20,514.90",0,"21,496.80","29,632.50","25,623.90","31,783.50","18,637.50","8,713.00",0,"27,810.00",0,"18,341.50","16,809.10","20,084.50","25,787.80","25,133.90","24,384.90"
